phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.num_ques,reference.num_SOU,reference.exclude?,reference.reason_exclude,
0,100932,105943,"1",0,105943,0,"1","","","","",
1,105944,106827,"2",1,106827,0,"1","","","","",
2,106828,107031,"3",2,107031,0,"0","","","","",
3,107032,109310,"4",3,109310,0,"0","","","","",
4,120284,125799,"1",4,125799,0,"1","","","","",
5,125800,127023,"2",5,127023,0,"1","","","","",
6,127024,127193,"3",6,127193,0,"0","","","","",
7,127194,130254,"4",7,130254,0,"0","","","","",
8,142172,148070,"1",8,148070,0,"1","","","","",
9,148070,148817,"2",9,148817,0,"0","","","","",
10,148818,149123,"3",10,149123,0,"0","","","","",
11,149124,151606,"4",11,151606,0,"0","","","","",
12,168299,172685,"1",12,172685,0,"2","","","","",
13,172686,173603,"2",13,173603,0,"0","","","","",
14,173604,173773,"3",14,173773,0,"0","","","","",
15,173774,176460,"4",15,176460,0,"1","","","","",
16,190354,196281,"1",,,,,,,,,
17,196282,197165,"2",,,,,,,,,
18,197166,197539,"3",,,,,,,,,
19,197540,201382,"4",,,,,,,,,
20,216012,223277,"1",,,,,,,,,
21,223278,224059,"2",,,,,,,,,
22,224060,224399,"3",,,,,,,,,
23,224400,227324,"4",,,,,,,,,
24,239490,246227,"1",,,,,,,,,
25,246228,247145,"2",,,,,,,,,
26,247146,247417,"3",,,,,,,,,
27,247418,255272,"4",,,,,,,,,
28,269833,276079,"1",,,,,,,,,
29,276080,276792,"2",,,,,,,,,
30,276793,277847,"3",,,,,,,,,
31,277848,280432,"4",,,,,,,,,
32,293324,299762,"1",,,,,,,,,
33,299763,301171,"2",,,,,,,,,
34,301172,301816,"3",,,,,,,,,
35,301817,306714,"4",,,,,,,,,
36,323787,332588,"1",,,,,,,,,
37,332588,333539,"2",,,,,,,,,
38,333540,333709,"3",,,,,,,,,
39,333710,345440,"4",,,,,,,,,
40,358355,364445,"1",,,,,,,,,
41,364446,365295,"2",,,,,,,,,
42,365296,365464,"3",,,,,,,,,
43,365465,371892,"4",,,,,,,,,
44,387518,393923,"1",,,,,,,,,
45,393924,394637,"2",,,,,,,,,
46,394638,395317,"3",,,,,,,,,
47,395318,399398,"4",,,,,,,,,
