phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.num_ques,reference.num_SOU,reference.exclude?,reference.reason_exclude,
0,108146,112879,"1",0,112879,0,"2","0","0","0","",
1,112880,113729,"2",1,113729,0,"0","0","0","0","",
2,113730,114273,"3",2,114273,0,"0","0","0","0","",
3,114274,116416,"4",3,116416,0,"0","0","0","0","",
4,126923,131851,"1",4,131851,0,"1","0","0","0","",
5,131852,132837,"2",5,132837,0,"0","0","0","0","",
6,132838,132866,"3",6,132973,0,"0","0","0","0","",
7,132974,138856,"4",7,137086,0,"1","0","0","0","",
8,156720,162179,"1",8,162179,0,"1","0","0","0","",
9,162180,162961,"2",9,162961,0,"0","0","0","0","",
10,162962,163165,"3",10,163165,0,"0","0","0","0","",
11,163166,171904,"4",11,171904,0,"0","0","0","0","",
12,183714,189685,"1",12,189685,0,"2","0","0","0","",
13,189686,190433,"2",13,190433,0,"0","0","0","0","",
14,190434,190433,"3",14,190434,0,"0","0","0","0","",
15,190434,205394,"4",15,205394,0,"1","0","0","0","",
16,215679,220965,"1",16,220965,0,"1","0","0","0","",
17,220966,221917,"2",17,221917,0,"0","0","0","0","",
18,221918,222461,"3",18,222461,0,"0","0","0","0","",
19,222462,235151,"4",19,235151,0,"0","0","0","0","",
20,255819,261323,"1",20,261323,0,"1","0","0","0","",
21,261324,262242,"2",21,262242,0,"0","0","0","0","",
22,262242,262241,"3",22,262242,0,"0","0","0","0","",
23,262242,273700,"4",23,273700,0,"3","0","0","1","experimenter intervention",
24,283647,288965,"1",24,288965,0,"1","0","0","0","",
25,288966,289951,"2",25,289951,0,"0","0","0","0","",
26,289952,290699,"3",26,290699,0,"0","0","0","0","",
27,290700,297160,"4",27,297160,0,"1","0","0","0","",
28,310040,315757,"1",28,315757,0,"1","0","0","0","",
29,315758,316640,"2",29,316640,0,"0","0","0","0","",
30,316641,316776,"3",30,316776,0,"0","0","0","0","",
31,316777,326876,"4",31,326876,0,"2","0","0","0","",
32,339436,344623,"1",32,344623,0,"2","0","0","0","",
33,344624,345541,"2",33,345541,0,"0","0","0","0","",
34,345542,345813,"3",34,345813,0,"0","0","0","0","",
35,345814,349316,"4",35,349316,0,"0","0","0","0","",
36,360289,364751,"1",36,364751,0,"1","0","0","0","",
37,364752,365703,"2",37,365703,0,"0","0","0","0","",
38,365704,365736,"3",38,365736,0,"0","0","0","0","",
39,365737,369376,"4",39,369376,0,"2","0","0","0","",
40,386416,391203,"1",40,391203,0,"1","0","0","0","",
41,391204,392053,"2",41,392053,0,"0","0","0","0","",
42,392054,392325,"3",42,392325,0,"0","0","0","0","",
43,392326,406232,"4",43,406232,0,"3","0","0","0","",
44,420583,425781,"1",44,425781,0,"3","0","0","0","",
45,425782,426767,"2",45,426767,0,"0","0","0","0","",
46,426768,426835,"3",46,426835,0,"0","0","0","0","",
47,426836,438804,"4",47,438804,0,"2","0","0","0","",
